Name,Sale Price,Category,Author,ISBN10,Pages,Publisher,Language,Dimensions,Weight,Rating
"The Target (Will Robie Series) Paperback – September 16, 2014",9.13,Books > Literature & Fiction > Action & Adventure,David Baldacci,1455521183,464,"Grand Central Publishing; First Edition edition (September 16, 2014)",English,5.2 x 1.2 x 8.1 inches,13.6 ounces,4.4
"Three Sisters, Three Queens (The Plantagenet and Tudor Novels) Paperback – February 21, 2017",11.41,Books > Literature & Fiction > Genre Fiction,Philippa Gregory,1476758743,592,"Touchstone; Reprint edition (February 21, 2017)",English,5.2 x 1.3 x 8 inches,1 pounds,4.1
"Never Never (Harriet Blue) Hardcover – January 16, 2017",19.60,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson,316433179,400,"Little, Brown and Company; First Edition edition (January 16, 2017)",English,6.5 x 1.2 x 9.5 inches,1.4 pounds,3.4
"The Widow Paperback – January 17, 2017",9.76,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Fiona Barton,1101990473,352,"Berkley; Reprint edition (January 17, 2017)",English,5.5 x 0.9 x 8.2 inches,12.6 ounces,3.8
"The Whispering Room: A Jane Hawk Novel Hardcover – November 21, 2017",17.63,Books > Literature & Fiction > Action & Adventure,Dean Koontz,345546806,528,"Bantam (November 21, 2017)",English,6.3 x 1.7 x 9.6 inches,1.7 pounds,4.6
"Night School: A Jack Reacher Novel Paperback – May 9, 2017",8.99,Books > Literature & Fiction > Action & Adventure,Lee Child,804178828,496,"Dell; 1st Printing edition (May 9, 2017)",English,4.1 x 1.2 x 7.5 inches,9.3 ounces,4
"A Darker Shade of Magic: A Novel (Shades of Magic) Paperback – January 19, 2016",10.87,Books > Literature & Fiction > Action & Adventure,V. E. Schwab,765376466,416,"Tor Books; Reprint edition (January 19, 2016)",English,5.5 x 1.1 x 8.2 inches,12.6 ounces,4.4
"Saga, Vol. 1 Paperback – October 10, 2012",8.92,Books > Comics & Graphic Novels > Graphic Novels,Brian K Vaughan,1607066017,160,"Image Comics (October 10, 2012)",English,6.4 x 0.5 x 10.1 inches,2.4 pounds,4.7
"And Every Morning the Way Home Gets Longer and Longer: A Novella Hardcover – November 1, 2016",12.60,Books > Literature & Fiction > Genre Fiction,Fredrik Backman,1501160486,96,"Atria Books; Translation edition (November 1, 2016)",English,5.1 x 0.5 x 7.1 inches,7 ounces,4.5
"She Believed She Could So She Did Paperback – June 3, 2015",7.19,Books > Arts & Photography > Individual Artists,Rogena Mitchell-Jones,1514122103,100,"CreateSpace Independent Publishing Platform (June 3, 2015)",English,7 x 0.2 x 10 inches,8.8 ounces,4.2
"Twin Peaks: The Final Dossier Hardcover – October 31, 2017",16.71,Books > Literature & Fiction > Genre Fiction,Mark Frost,1250163307,160,"Flatiron Books (October 31, 2017)",English,7.6 x 0.6 x 9.4 inches,1.3 pounds,4.3
"Konosuba: God's Blessing on This Wonderful World!, Vol. 1: Oh! My Useless Goddess! Paperback – February 21, 2017",11.97,Books > Science Fiction & Fantasy > Fantasy,Natsume Akatsuki,316553379,176,"Yen On (February 21, 2017)",English,5.4 x 0.5 x 8.2 inches,7 ounces,4.7
"Snotgirl Volume 1: Green Hair Don't Care Paperback – February 28, 2017",7.47,Books > Comics & Graphic Novels > Graphic Novels,Leslie Hung,1534300368,136,"Image Comics (February 28, 2017)",English,6.4 x 0.7 x 10.1 inches,9.6 ounces,4.3
"Running with Scissors: A Memoir Paperback – June 1, 2003",9.98,Books > Biographies & Memoirs > Arts & Literature,Augusten Burroughs,031242227X,320,"Picador; 1st edition (June 1, 2003)",English,5.5 x 0.9 x 8.2 inches,11.2 ounces,3.6
"Dark Legacy (Carpathian Novel, A) Hardcover – September 5, 2017",17.70,Books > Literature & Fiction > Genre Fiction,Christine Feehan,399583998,416,"Berkley; First Edition edition (September 5, 2017)",English,6.2 x 1.3 x 9.3 inches,1.4 pounds,4.8
"The Plot Against America Paperback – September 27, 2005",13.25,Books > Literature & Fiction > World Literature,Philip Roth,1400079497,391,"Vintage; 1st edition (September 27, 2005)",English,5.2 x 0.9 x 7.9 inches,10.6 ounces,4
"Little Broken Things: A Novel Paperback – November 21, 2017",11.00,Books > Literature & Fiction > Genre Fiction,Nicole Baart,1501133608,368,"Atria Books (November 21, 2017)",English,5.3 x 1.1 x 8.2 inches,1.4 pounds,4.3
"Junkyard Dogs: A Longmire Mystery Paperback – May 31, 2011",13.14,"Books > Mystery, Thriller & Suspense > Mystery",Craig Johnson,143119532,352,"Penguin Books; Reprint edition (May 31, 2011)",English,5.1 x 0.6 x 7.7 inches,8.5 ounces,4.7
"Hell Is Empty: A Longmire Mystery Paperback – April 24, 2012",12.62,"Books > Mystery, Thriller & Suspense > Mystery",Craig Johnson,143120980,352,"Penguin Books; Reprint edition (April 24, 2012)",English,5.1 x 0.6 x 7.7 inches,8.8 ounces,4.5
"The Perfect Roommate Paperback – January 1, 2018",11.21,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Minka Kent,1983487643,258,"CreateSpace Independent Publishing Platform (January 1, 2018)",English,6 x 0.6 x 9 inches,1 pounds,4.2
"The Secrets She Keeps: A Novel Paperback – January 2, 2018",13.60,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Michael Robotham,1501170325,384,"Scribner; Reprint edition (January 2, 2018)",English,5.2 x 0.9 x 8 inches,1.4 pounds,4.2
"The A. B. C. Murders: A Hercule Poirot Mystery Paperback – February 1, 2011",10.73,"Books > Mystery, Thriller & Suspense > Mystery",Agatha Christie,62073583,272,"William Morrow Paperbacks (February 1, 2011)",English,5.3 x 0.6 x 8 inches,13.6 ounces,4.5
"The Highwayman: A Longmire Story (A Longmire Mystery) Paperback – May 16, 2017",9.20,"Books > Mystery, Thriller & Suspense > Mystery",Craig Johnson,735220905,208,"Penguin Books; Reprint edition (May 16, 2017)",English,5 x 0.6 x 7 inches,1.6 ounces,4.6
"The Undertaker's Daughter Hardcover – February 6, 2018",17.10,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Sara Blaedel,1455541117,336,"Grand Central Publishing; 1 edition (February 6, 2018)",English,6.4 x 1.1 x 9.4 inches,1.2 pounds,3.4
"The Sparsholt Affair Hardcover – Deckle Edge, March 13, 2018",18.87,Books > Gay & Lesbian > Literature & Fiction,Alan Hollinghurst,1101874562,432,"Knopf (March 13, 2018)",English,6.5 x 1.5 x 9.5 inches,1.7 pounds,3.4
"Her II Paperback – August 16, 2017",13.49,Books > Literature & Fiction > Poetry,Pierre Alex Jeanty,099742656X,164,"Jeanius Publishing LLC (August 16, 2017)",English,5 x 0.4 x 8 inches,7 ounces,4.7
"The Godfather Paperback – March 1, 2002",12.80,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Mario Puzo,451205766,448,"Berkley; Reissue edition (March 1, 2002)",English,5.3 x 1 x 8 inches,2.1 pounds,4.8
"Native Son (Perennial Classics) Paperback – August 2, 2005",10.87,Books > Literature & Fiction > United States,Richard Wright,006083756X,544,"Harper Perennial Modern Classics; 1 edition (August 2, 2005)",English,5.3 x 0.9 x 8 inches,1 pounds,4.3
"The Man in the High Castle Paperback – January 24, 2012",11.94,Books > Science Fiction & Fantasy > Science Fiction,Philip K. Dick,547572484,288,"Mariner Books; Reissue edition (January 24, 2012)",English,5.3 x 0.7 x 8 inches,6.4 ounces,3.5
"Eternal Life: A Novel Hardcover – January 23, 2018",16.20,Books > Literature & Fiction > Genre Fiction,Dara Horn,393608530,256,"W. W. Norton & Company (January 23, 2018)",English,6.5 x 1 x 9.6 inches,1 pounds,3.9
The Souls of Black Folk (Dover Thrift Editions) Unabridged Edition,,Books > Literature & Fiction > History & Criticism,W. E. B. Du Bois,486280411,176,"Dover Publications; Unabridged edition (May 20, 1994)",English,5.5 x 0.4 x 8.5 inches,5.6 ounces,4.7
"The Sermon on the Mount: The Key to Success in Life Paperback – July 28, 2009",9.11,Books > Christian Books & Bibles > Bible Study & Reference,Emmet Fox,60628626,182,"HarperOne; Reissue edition (July 28, 2009)",English,5.3 x 0.4 x 8 inches,6.4 ounces,4.7
"Edgar Allan Poe: Complete Tales and Poems Hardcover – November 29, 2009",9.94,Books > Literature & Fiction > Genre Fiction,Edgar Allan Poe,785814531,864,"Castle Books; 2003 ed. edition (November 29, 2009)",English,6.9 x 2.7 x 9.4 inches,2.9 pounds,4.6
"7: The Dark Tower VII (The Dark Tower, Book 7) Mass Market Paperback – August 22, 2006",7.73,Books > Literature & Fiction > Genre Fiction,Stephen King,1416524525,1072,"Pocket Books; Reprint edition (September 1, 2006)",English,4.1 x 1.7 x 7.5 inches,1.2 pounds,4.5
"Philip K. Dick's Electric Dreams Hardcover – November 14, 2017",13.52,Books > Literature & Fiction > Short Stories & Anthologies,Philip K. Dick,1328995062,224,"Houghton Mifflin Harcourt (November 14, 2017)",English,5.5 x 0.8 x 8.2 inches,12 ounces,4
"An Unkindness of Ghosts Paperback – October 3, 2017",10.81,Books > Literature & Fiction > United States,Rivers Solomon,1617755885,340,"Akashic Books; 1st edition (October 3, 2017)",English,5.2 x 1 x 8.2 inches,11.2 ounces,4.6
"Assassin's Apprentice (The Farseer Trilogy, Book 1) Mass Market Paperback – March 1, 1996",7.19,Books > Literature & Fiction > Action & Adventure,Robin Hobb,055357339X,448,"Spectra (March 1, 1996)",English,4.2 x 1 x 6.9 inches,5.6 ounces,4.4
"The Historian Paperback – September 1, 2009",11.29,Books > Literature & Fiction > Genre Fiction,Elizabeth Kostova,316070637,720,"Back Bay Books; Reprint edition (September 1, 2009)",English,5.5 x 1.2 x 8.4 inches,1.3 pounds,4
"The Complete Elfquest Volume 1 Paperback – August 19, 2014",19.69,Books > Comics & Graphic Novels > Graphic Novels,Wendy Pini Richard Pini,161655407X,720,"Dark Horse Books (August 19, 2014)",English,7.1 x 1.7 x 9.7 inches,3.6 pounds,4.5
"Bitch Planet, Vol. 1: Extraordinary Machine Paperback – October 20, 2015",9.99,Books > Comics & Graphic Novels > Graphic Novels,Kelly Sue DeConnick,1632153661,136,"Image Comics (October 20, 2015)",English,6.4 x 0.5 x 10.1 inches,8.8 ounces,4.4
"The Art of Destiny, Volume 2 Hardcover – December 12, 2017",30.59,Books > Arts & Photography > History & Criticism,Bungie,168383111X,216,"Insight Editions; Not for Online ed. edition (December 12, 2017)",English,10 x 1 x 11 inches,3.6 pounds,5
"Berserk, Vol. 9 Paperback – October 25, 2005",13.46,Books > Comics & Graphic Novels > Manga,Kentaro Miura,1593073305,240,"Dark Horse Manga; 1st edition (October 25, 2005)",English,5.1 x 0.7 x 7.3 inches,7.8 ounces,4.7
"Mighty Morphin Power Rangers Vol. 4 Paperback – October 31, 2017",11.55,Books > Comics & Graphic Novels > Graphic Novels,Kyle Higgins,1684150310,112,"BOOM! Studios (October 31, 2017)",English,6.6 x 0.3 x 10.2 inches,9.6 ounces,4.5
"LEGO DC Superheroes: Save the Day (Comic Reader #1) Paperback – June 25, 2013",3.59,Books > Children's Books > Literature & Fiction,Trey KingKenny Kiernan,545480280,32,"Scholastic Inc. (June 25, 2013)",English,6 x 0.2 x 9 inches,4.2 ounces,4.6
"Doctor Who: The Official Cookbook: 40 Wibbly-Wobbly Timey-Wimey Recipes Hardcover – August 30, 2016",12.83,"Books > Cookbooks, Food & Wine > Regional & International",Joanna Farrow,62455621,160,"Harper Design (August 30, 2016)",English,7.5 x 0.6 x 9.5 inches,1.5 pounds,4.5
"The Man of Legends Paperback – July 1, 2017",9.67,Books > Literature & Fiction > Genre Fiction,Kenneth Johnson,1477819681,428,"47North (July 1, 2017)",English,5.5 x 1 x 8.2 inches,15.2 ounces,4.3
"Tom Clancy Point of Contact (A Jack Ryan Jr. Novel) Hardcover – June 13, 2017",14.98,Books > Literature & Fiction > Action & Adventure,Mike Maden,735215863,496,"G.P. Putnam's Sons; First Edition edition (June 13, 2017)",English,6.4 x 1.8 x 9.3 inches,1.7 pounds,4
"Trespassing: A Novel Hardcover – March 1, 2018",,Books > Literature & Fiction > Action & Adventure,Brandi Reeds,1503950107,371,"Lake Union Publishing; Reprint edition (April 1, 2018)",English,5.5 x 1 x 8.2 inches,1.2 pounds,4.7
Last Orders (The Dublin Trilogy) (Volume 4) 1st Edition,,Books > Humor & Entertainment > Humor,Caimh McDonnell,995507562,350,"McFori Ink; 1 edition (February 22, 2018)",English,6 x 0.9 x 9 inches,1.3 pounds,4.9
"The Drop (A Harry Bosch Novel) Mass Market Paperback – October 16, 2012",9.09,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Michael Connelly,446556696,496,"Grand Central Publishing; Reprint edition (October 16, 2012)",English,4.2 x 1.2 x 7.5 inches,9.1 ounces,4.5
"Christine Paperback – February 23, 2016",14.40,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Stephen King,1501144189,736,"Gallery Books; Reissue edition (February 23, 2016)",English,5.3 x 1.9 x 8.2 inches,1.3 pounds,4.5
"Below Zero (A Joe Pickett Novel) Paperback – August 2, 2016",8.99,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",C. J. Box,735211965,400,"G.P. Putnam's Sons (August 2, 2016)",English,4.2 x 1.1 x 7.5 inches,6.4 ounces,4.5
"The Brothers Karamazov: A Novel in Four Parts and an Epilogue Paperback – April 29, 2003",13.60,Books > Literature & Fiction > Genre Fiction,Fyodor Dostoyevsky,140449248,960,"Penguin Classics; Reissue edition (April 29, 2003)",English,5.1 x 1.9 x 7.8 inches,1.6 pounds,4.4
"We Need to Talk About Kevin Paperback – December 27, 2011",10.89,Books > Literature & Fiction > Genre Fiction,Lionel Shriver,62119044,432,"Harper Perennial; Tie-In ed. edition (December 27, 2011)",English,5.3 x 1 x 8 inches,11.2 ounces,4.2
"The Song of Achilles: A Novel Paperback – August 28, 2012",9.34,Books > Literature & Fiction > Genre Fiction,Madeline Miller,62060627,416,"Ecco; 7/29/12 edition (August 28, 2012)",English,5.3 x 0.9 x 8 inches,12 ounces,4.3
"Voyager: A Novel (Outlander) Mass Market Paperback – October 1, 1994",9.52,Books > Literature & Fiction > Genre Fiction,Diana Gabaldon,440217563,1104,"Dell; Reissue edition (October 1, 1994)",English,4.2 x 1.7 x 6.9 inches,15.2 ounces,4.7
"I Love My Love Paperback – February 14, 2017",10.17,Books > Literature & Fiction > Poetry,Reyna Biddy,1449486762,120,"Andrews McMeel Publishing (February 14, 2017)",English,6 x 0.3 x 9 inches,6.4 ounces,4.9
"Lust For Life Paperback – October 24, 2017",17.83,Books > Literature & Fiction > Poetry,Sylvester McNutt III,692920455,402,"Success Is A Choice LLC. (October 24, 2017)",English,5 x 0.8 x 8 inches,14.2 ounces,4.9
"Past Perfect: A Novel Hardcover – November 28, 2017",12.15,Books > Literature & Fiction > Genre Fiction,Danielle Steel,1101883979,304,"Delacorte Press; First Edition first Printing edition (November 28, 2017)",English,6.3 x 1 x 9.5 inches,1.1 pounds,3.6
"I'm Judging You: The Do-Better Manual Paperback – September 13, 2016",10.96,Books > Literature & Fiction > History & Criticism,Luvvie Ajayi,1627796061,256,"Holt Paperbacks (September 13, 2016)",English,5.6 x 0.7 x 8.2 inches,8 ounces,4.4
"Ruthless Mass Market Paperback – February 27, 2018",7.99,Books > Literature & Fiction > United States,Lisa Jackson,1420146408,720,"Zebra; Reprint edition (February 27, 2018)",English,4.2 x 1.5 x 6.8 inches,11.7 ounces,3.7
"The Longmire Mystery Series Boxed Set Volumes 1-11: The First Eleven Novels Paperback – September 13, 2016",110.55,"Books > Mystery, Thriller & Suspense > Mystery",Craig Johnson,143129600,3840,"Penguin Books; Box edition (September 13, 2016)",English,7.2 x 5.2 x 8 inches,6.3 pounds,4.7
"You Have to F*****g Eat Hardcover – November 12, 2014",13.46,Books > Humor & Entertainment > Humor,Adam Mansbach Owen Brozman,1617753785,32,"Akashic Books (November 12, 2014)",English,8.8 x 0.5 x 6.5 inches,8 ounces,4.6
"The Master and Margarita: 50th-Anniversary Edition (Penguin Classics Deluxe Edition) Paperback – Deckle Edge, May 3, 2016",11.55,Books > Humor & Entertainment > Humor,Mikhail Bulgakov,143108271,448,"Penguin Classics; Deluxe edition (May 3, 2016)",English,5.7 x 1.2 x 8.3 inches,10.4 ounces,4.3
"A Time of Dread (Of Blood & Bone) Paperback – February 20, 2018",11.55,Books > Literature & Fiction > Action & Adventure,John Gwynne,316502243,512,"Orbit (February 20, 2018)",English,6 x 1.5 x 9.2 inches,1.1 pounds,4.6
"Bloodchild and Other Stories Paperback – October 4, 2005",11.92,Books > Literature & Fiction > Short Stories & Anthologies,Octavia E. Butler,1583226982,224,"Seven Stories Press; 2 edition (October 4, 2005)",English,5 x 0.6 x 7.2 inches,9.6 ounces,4.6
"No Game No Life, Vol. 4 - light novel Paperback – March 22, 2016",12.29,Books > Science Fiction & Fantasy > Fantasy,Yuu Kamiya,316385212,192,"Yen On (March 22, 2016)",English,5.5 x 0.5 x 8.2 inches,9.1 ounces,4.8
"Berserk, Vol. 10 Paperback – January 31, 2006",13.85,Books > Comics & Graphic Novels > Manga,Kentaro Miura,1593073313,240,"Dark Horse Manga (January 31, 2006)",English,5.1 x 0.7 x 7.2 inches,8 ounces,5
"Fables: The Deluxe Edition Book One Hardcover – October 6, 2009",25.65,Books > Comics & Graphic Novels > Graphic Novels,Bill Willingham,140122427X,264,"Vertigo; Deluxe edition (October 6, 2009)",English,7.4 x 0.7 x 11.2 inches,1.7 pounds,4.7
"Berserk, Vol. 18 Paperback – August 7, 2007",13.85,Books > Comics & Graphic Novels > Manga,Kentaro Miura,1593077432,240,"Dark Horse Comics (August 7, 2007)",English,5.1 x 0.7 x 7.2 inches,7.4 ounces,4.5
"Scott Pilgrim Vol. 3: Scott Pilgrim & the Infinite Sadness Hardcover – June 4, 2013",18.97,Books > Comics & Graphic Novels > Graphic Novels,Bryan Lee O'Malley,1620100029,240,"Oni Press (June 4, 2013)",English,6 x 1 x 9 inches,1.4 pounds,4.7
"Star Trek: The Next Generation Cats Hardcover – March 27, 2018",10.50,Books > Humor & Entertainment > Humor,Jenny Parks,1452167621,64,"Chronicle Books (March 27, 2018)",English,6.8 x 0.5 x 6.9 inches,6.4 ounces,
"Tales from Earthsea (The Earthsea Cycle) Paperback – September 11, 2012",9.88,Books > Teen & Young Adult > Science Fiction & Fantasy,Ursula K. Le Guin,547722044,416,"HMH Books for Young Readers; Reissue edition (September 11, 2012)",English,5.5 x 1 x 8.2 inches,14.4 ounces,4.5
"The Thief of Always Paperback – November 11, 2008",11.42,Books > Literature & Fiction > Genre Fiction,Clive Barker,61684260,288,"Harper Perennial; Reprint edition (November 11, 2008)",English,5.3 x 0.6 x 8 inches,8.5 ounces,4.3
"Nutshell: A Novel Paperback – May 30, 2017",11.00,Books > Literature & Fiction > Genre Fiction,Ian McEwan,525431942,224,"Anchor; Reprint edition (May 30, 2017)",English,5.1 x 0.6 x 8 inches,13.6 ounces,4
"The Secret: The word of mouth bestseller from the #1 author of The Letter Paperback – March 6, 2018",9.75,Books > Literature & Fiction > Women's Fiction,Kathryn Hughes,1472229991,416,"Headline; UK ed. edition (March 6, 2018)",English,5 x 1 x 7.9 inches,10.6 ounces,4.6
"Wedding Cake Crumble (Cupcake Bakery Mystery) Mass Market Paperback – April 3, 2018",6.47,"Books > Mystery, Thriller & Suspense > Mystery",Jenn McKinlay,399583831,288,"Berkley (April 3, 2018)",English,4.2 x 0.7 x 6.8 inches,5 ounces,
"The Party: A Novel Paperback – November 28, 2017",9.53,Books > Literature & Fiction > Literary,Robyn Harding,150116130X,384,"Gallery/Scout Press; Reprint edition (November 28, 2017)",English,5.3 x 1 x 8.2 inches,9.9 ounces,4
"An Engineered Injustice (Philadelphia Legal) Paperback – January 23, 2018",10.97,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",William L. Myers Jr.,1542046483,320,"Thomas & Mercer (January 23, 2018)",English,5.5 x 1 x 8.2 inches,11 ounces,4.7
"The Hit (Will Robie Series) Paperback – September 17, 2013",11.02,Books > Literature & Fiction > Action & Adventure,David Baldacci,1455521175,432,"Grand Central Publishing (September 17, 2013)",English,5.2 x 1.2 x 8 inches,12 ounces,4.4
"Down River: A Novel Paperback – March 29, 2011",12.64,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",John Hart,312677383,464,"St. Martin's Griffin; Reprint edition (March 29, 2011)",English,5.5 x 1.3 x 8.3 inches,1.5 pounds,4.3
"Worth Dying For (Jack Reacher) Mass Market Paperback – April 26, 2011",8.23,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Lee Child,440246296,544,"Dell; Reprint edition (April 26, 2011)",English,4.2 x 1.3 x 7.5 inches,10.4 ounces,4.5
"The Last Man: A Novel (A Mitch Rapp Novel) Mass Market Paperback – August 20, 2013",6.83,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Vince Flynn,1416595236,512,"Pocket Books (August 20, 2013)",English,4.1 x 1 x 7.5 inches,9.9 ounces,4.7
"Without Merit: A Novel Paperback – October 3, 2017",12.92,Books > Literature & Fiction > Genre Fiction,Colleen Hoover,1501170627,384,"Atria Books (October 3, 2017)",English,5.3 x 1 x 8.2 inches,7.8 ounces,4.4
"Stay with Me: A novel Hardcover – August 22, 2017",16.69,Books > Literature & Fiction > Genre Fiction,Ayobami Adebayo,451494601,272,"Knopf (August 22, 2017)",English,5.8 x 1 x 8.5 inches,13.4 ounces,4.5
"A Storm of Swords (A Song of Ice and Fire, Book 3) Mass Market Paperback – March 4, 2003",8.15,Books > Literature & Fiction > Action & Adventure,George R. R. Martin,055357342X,1216,"Bantam (March 4, 2003)",English,4.1 x 1.9 x 6.9 inches,1.2 pounds,4.7
"Star Wars®: Secrets of the Galaxy Deluxe Box Set Hardcover – September 27, 2016",62.09,Books > Humor & Entertainment > Movies,Daniel Wallace,1452159254,,"Chronicle Books; annotated edition edition (September 27, 2016)",English,6.2 x 3.2 x 8.8 inches,3.5 pounds,4.5
"Hercule Poirot: The Complete Short Stories: A Hercule Poirot Collection with Foreword by Charles Todd (Hercule Poirot Mysteries) Paperback – September 10, 2013",14.48,Books > Literature & Fiction > Short Stories & Anthologies,Agatha Christie,62251678,896,"William Morrow Paperbacks; Later Printing Used edition (September 10, 2013)",English,6 x 1.4 x 9 inches,1.8 pounds,4.7
"The Sellout: A Novel Paperback – March 1, 2016",11.45,Books > Humor & Entertainment > Humor,Paul Beatty,1250083257,304,"Picador; Reprint edition (March 1, 2016)",English,5.5 x 0.8 x 8.3 inches,9.9 ounces,4
"A Conjuring of Light: A Novel (Shades of Magic) Paperback – March 13, 2018",11.59,Books > Literature & Fiction > Action & Adventure,V. E. Schwab,765387476,640,"Tor Books; Reprint edition (March 13, 2018)",English,5.5 x 1.7 x 8.2 inches,1.2 pounds,4.7
"The Leavers (National Book Award Finalist): A Novel Hardcover – May 2, 2017",17.64,Books > Literature & Fiction > Genre Fiction,Lisa Ko,1616206888,352,"Algonquin Books; 1st edition (May 2, 2017)",English,6.5 x 1.2 x 9.2 inches,1.2 pounds,4.1
"Serpentine (Anita Blake, Vampire Hunter) Hardcover – August 7, 2018",25.20,Books > Literature & Fiction > Genre Fiction,Laurell K. Hamilton,425255689,576,"Berkley (August 7, 2018)",English,6 x 1.4 x 9 inches,1.8 pounds,
"Othello Mass Market Paperback – January 1, 2004",3.61,Books > Literature & Fiction > Dramas & Plays,William Shakespeare,743477553,314,Simon & Schuster; 1st edition (July 1993),English,4.2 x 1 x 6.8 inches,1.6 ounces,4.4
"The Long Walk Paperback – February 16, 2016",14.53,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Stephen King,150114426X,416,"Gallery Books; Reissue edition (February 16, 2016)",English,5.3 x 1 x 8.2 inches,10.6 ounces,4.1
"The House of Unexpected Sisters: No. 1 Ladies' Detective Agency (18) (No. 1 Ladies' Detective Agency Series) Hardcover – November 7, 2017",12.29,Books > Literature & Fiction > Genre Fiction,Alexander McCall Smith,1101871377,240,"Pantheon; First Edition (stated), First Printing edition (November 7, 2017)",English,6.6 x 1 x 9.5 inches,1.1 pounds,4.7
"MaddAddam (The Maddaddam Trilogy) Paperback – August 12, 2014",9.71,Books > Science Fiction & Fantasy > Science Fiction,Margaret Atwood,307455483,416,"Anchor; Reprint edition (August 12, 2014)",English,5.2 x 0.9 x 8 inches,12.6 ounces,4.3
"All Our Wrong Todays: A Novel Paperback – February 20, 2018",13.25,Books > Literature & Fiction > Genre Fiction,Elan Mastai,1101985151,400,"Dutton; Reprint edition (February 20, 2018)",English,5.3 x 0.8 x 8 inches,10.4 ounces,4.2
"The Light Fantastic (Discworld) Mass Market Paperback – January 29, 2013",8.76,Books > Humor & Entertainment > Humor,Terry Pratchett,62225685,288,"Harper; Reprint edition (January 29, 2013)",English,4.2 x 0.6 x 7.5 inches,5.6 ounces,4.5
"How to Draw Fantasy Art and RPG Maps: Step by Step Cartography for Gamers and Fans Paperback – September 1, 2015",16.58,Books > Arts & Photography > Drawing,Jared Blando,1440340242,128,"IMPACT Books (September 1, 2015)",English,8.2 x 0.4 x 10.9 inches,1 pounds,4.6
"DC Super Heroes: The Ultimate Pop-Up Book Hardcover – October 5, 2010",22.14,"Books > Children's Books > Activities, Crafts & Games",Matthew Reinhart,316019984,12,"Little, Brown and Company; Pop edition (October 5, 2010)",English,8.4 x 3.2 x 10.5 inches,2.1 pounds,4.8
"Autonomous: A Novel Hardcover – September 19, 2017",17.10,Books > Science Fiction & Fantasy > Science Fiction,Annalee Newitz,765392070,304,"Tor Books; 1st Edition edition (September 19, 2017)",English,5.8 x 1 x 8.7 inches,5.6 ounces,3.8
"Naruto: Kakashi's Story Paperback – November 3, 2015",8.32,Books > Science Fiction & Fantasy > Fantasy,Akira Higashiyama,1421584409,160,"VIZ Media LLC (November 3, 2015)",English,5 x 0.6 x 7.5 inches,12.6 ounces,4.3
"Fire Touched (A Mercy Thompson Novel) Mass Market Paperback – January 31, 2017",7.19,Books > Literature & Fiction > Action & Adventure,Patricia Briggs,425256294,320,"Ace; Reissue edition (January 31, 2017)",English,4.1 x 0.9 x 6.8 inches,5 ounces,4.8
"DC Super Friends 5-Minute Story Collection (DC Super Friends) Hardcover – September 13, 2016",11.00,Books > Children's Books > Science Fiction & Fantasy,Random House,399552197,160,"Random House Books for Young Readers (September 13, 2016)",English,8.1 x 0.7 x 10.8 inches,1.7 pounds,3.8
"The Scottish Prisoner: A Novel (Lord John Grey) Paperback – May 29, 2012",12.80,Books > Literature & Fiction > Genre Fiction,Diana Gabaldon,385337523,560,"Bantam; Reprint edition (May 29, 2012)",English,5.5 x 1.2 x 8.2 inches,14.4 ounces,4.6
"A Measure of Darkness: A Novel (Clay Edison) Hardcover – July 31, 2018",28.99,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Jonathan Kellerman,399594639,336,"Ballantine Books (July 31, 2018)",English,6.1 x 0.8 x 9.2 inches,1.3 pounds,
"Girl, Stolen: A Novel Paperback – March 13, 2012",8.22,Books > Teen & Young Adult > Literature & Fiction,April Henry,312674759,240,"Square Fish; Reprint edition (March 13, 2012)",English,5.5 x 0.6 x 8.2 inches,8 ounces,4.6
"Casino Royale (James Bond Series) Paperback – October 16, 2012",11.95,Books > Literature & Fiction > Action & Adventure,Ian Fleming,1612185436,188,"Thomas & Mercer; Reprint edition (October 16, 2012)",English,5.4 x 0.6 x 8.2 inches,10.4 ounces,4
"Gone Tomorrow (Jack Reacher) Mass Market Paperback – March 23, 2010",8.24,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Lee Child,440243688,576,"Dell; Reprint edition (March 23, 2010)",English,4.1 x 1.3 x 7.5 inches,11.2 ounces,4.5
