Name,Sale Price,Category,Author,ISBN10,Pages,Publisher,Language,Dimensions,Weight,Rating
"Save The Cat! The Last Book on Screenwriting You'll Ever Need Paperback – May 25, 2005",13.43,Books > Humor & Entertainment > Movies,Blake Snyder,1932907009,195,"Michael Wiese Productions (May 25, 2005)",English,6.3 x 0.5 x 8.9 inches,14.9 ounces,4.6
"Salvage the Bones: A Novel Paperback – April 24, 2012",12.00,Books > Literature & Fiction > Genre Fiction,Jesmyn Ward,1608196267,288,"Bloomsbury USA; Reprint edition (April 24, 2012)",English,5.6 x 0.8 x 8.3 inches,7.2 ounces,4.1
"Born to Love, Cursed to Feel Paperback – September 27, 2016",11.55,Books > Literature & Fiction > Poetry,Samantha King,1449480950,160,"Andrews McMeel Publishing (September 27, 2016)",English,5 x 0.4 x 8.1 inches,6.4 ounces,4.7
"The Sandman Vol. 1: Preludes & Nocturnes (New Edition) Paperback – October 19, 2010",12.59,Books > Comics & Graphic Novels > Manga,Neil Gaiman,1401225756,240,"Vertigo; Reprint edition (October 19, 2010)",English,6.7 x 0.4 x 10.2 inches,15.2 ounces,4.4
"Pathfinder Roleplaying Game: Core Rulebook (Pocket Edition) Paperback – August 23, 2016",,Books > Science Fiction & Fantasy > Gaming,Jason Bulmahn,1601258879,576,"Paizo Publishng Inc.; Reprint edition (August 23, 2016)",English,6.5 x 1.3 x 8.4 inches,2.2 pounds,4.7
"Pathfinder Roleplaying Game: Core Rulebook Hardcover – August 19, 2009",44.99,Books > Science Fiction & Fantasy > Gaming,Jason Bulmahn,1601251505,,"Paizo (August 19, 2009)",English,8.6 x 1.3 x 11 inches,4 pounds,4.7
"Christmas Cake Murder (A Hannah Swensen Mystery) Hardcover – September 25, 2018",18.00,"Books > Mystery, Thriller & Suspense > Mystery",Joanne Fluke,161773232X,,"Kensington (September 25, 2018)",English,,1.2 pounds,
"How to Draw Pets (Dover How to Draw) Paperback – February 9, 2006",3.30,"Books > Children's Books > Arts, Music & Photography",Barbara Soloff Levy,486447103,64,"Dover Publications; unknown edition (February 9, 2006)",English,8.2 x 0.2 x 10.9 inches,8.8 ounces,4.6
"The Cruelest Month: A Chief Inspector Gamache Novel Paperback – April 12, 2011",10.92,"Books > Mystery, Thriller & Suspense > Mystery",Louise Penny,312573502,320,"Minotaur Books; Reprint edition (April 12, 2011)",English,5.5 x 0.8 x 8.2 inches,7.2 ounces,4.6
"Don't Let Go: A Novel Paperback – February 27, 2018",13.16,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Harlan Coben,1524742252,368,"Dutton; Reprint edition (February 27, 2018)",English,5.4 x 0.7 x 8 inches,9.8 ounces,4.5
"All the Ugly and Wonderful Things: A Novel Paperback – October 3, 2017",13.58,Books > Literature & Fiction > Genre Fiction,Bryn Greenwood,1250153964,432,"A Thomas Dunne Book for St. Martin's Griffin; Reprint edition (October 3, 2017)",English,5.5 x 1.2 x 8.3 inches,12.6 ounces,4.3
"Freshwater Hardcover – February 13, 2018",15.91,Books > Literature & Fiction > World Literature,Akwaeke Emezi,802127355,,"Grove Press; 1st Edition edition (February 13, 2018)",English,5.7 x 1 x 8.3 inches,13 ounces,4.3
"The Gruffalo Paperback – March 2, 2006",7.99,Books > Children's Books > Animals,Julia Donaldson,142403873,32,"Puffin Books; Reprint edition (March 2, 2006)",English,8.5 x 0.2 x 10.7 inches,6.4 ounces,4.9
"Prairie Fires: The American Dreams of Laura Ingalls Wilder Hardcover – November 21, 2017",26.45,Books > Literature & Fiction > History & Criticism,Caroline Fraser,1627792767,,"Metropolitan Books; 1st Edition edition (November 21, 2017)",English,6.4 x 1.6 x 9.6 inches,2 pounds,4
"A Little Life Paperback – January 26, 2016",11.25,Books > Literature & Fiction > Genre Fiction,Hanya Yanagihara,804172706,832,"Anchor; Reprint edition (January 26, 2016)",English,5.2 x 1.4 x 8 inches,1.2 pounds,4.2
"The Brief Wondrous Life of Oscar Wao Paperback – September 2, 2008",10.00,Books > Literature & Fiction > Genre Fiction,Junot Díaz,1594483299,339,"Riverhead Books; Reprint edition (September 2, 2008)",English,5.1 x 1 x 8 inches,10.6 ounces,4.1
"Neverwhere: Author's Preferred Text Paperback – June 7, 2016",10.87,Books > Science Fiction & Fantasy > Fantasy,Neil Gaiman,62459082,464,"William Morrow Paperbacks; Reprint edition (June 7, 2016)",English,5.3 x 0.7 x 8 inches,11.2 ounces,4.5
"Pathfinder Playtest Rulebook Deluxe Hardcover Hardcover – August 2, 2018",44.95,Books > Science Fiction & Fantasy > Gaming,Jason Bulmahn,1640780866,,"Paizo Inc.; Deluxe edition (August 2, 2018)",English,8.5 x 1.5 x 11 inches,1.7 pounds,
"Battle Angel Alita Deluxe Edition 2 Hardcover – March 6, 2018",25.26,Books > Comics & Graphic Novels > Manga,Yukito Kishiro,1632365995,,"Kodansha Comics; Deluxe edition (March 6, 2018)",English,7.2 x 1.1 x 10.4 inches,2.4 pounds,5
"Death of an Honest Man (A Hamish Macbeth Mystery) Hardcover – February 20, 2018",17.10,"Books > Mystery, Thriller & Suspense > Mystery",M. C. Beaton,1455558311,,"Grand Central Publishing (February 20, 2018)",English,6 x 1 x 8.8 inches,13 ounces,4.1
"A Fatal Grace: A Chief Inspector Gamache Novel Paperback – February 15, 2011",9.35,"Books > Mystery, Thriller & Suspense > Mystery",Louise Penny,312541163,320,"Minotaur Books; Reprint edition (February 15, 2011)",English,5.5 x 0.9 x 8.3 inches,10.4 ounces,4.5
"Murder, Interrupted (James Patterson's Murder is Forever) Paperback – January 2, 2018",12.27,Books > Biographies & Memoirs > Professionals & Academics,James Patterson,1538744724,304,"Grand Central Publishing (January 2, 2018)",English,5.2 x 0.8 x 8 inches,8.5 ounces,4.2
"An Innocent Client: Joe Dillard #1 Paperback – October 22, 2012",11.69,"Books > Mystery, Thriller & Suspense > Mystery",Scott Pratt,1480030473,360,"CreateSpace Independent Publishing Platform (October 22, 2012)",English,5 x 0.8 x 8 inches,1 pounds,4.5
"The Broken Girls Hardcover – March 20, 2018",18.75,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Simone St. James,451476204,,"Berkley (March 20, 2018)",English,6.4 x 1.1 x 9.3 inches,1.2 pounds,
"Yertle the Turtle and Other Stories Hardcover – April 12, 1958",13.59,Books > Children's Books > Literature & Fiction,Dr. Seuss,394800877,,"Random House; First Edition edition (April 12, 1958)",English,8.3 x 0.4 x 11.3 inches,1.1 pounds,4.8
"Behold the Dreamers (Oprah's Book Club): A Novel Paperback – June 26, 2017",12.11,Books > Literature & Fiction > Genre Fiction,Imbolo Mbue,525509712,416,"Random House Trade Paperbacks; Reprint edition (June 26, 2017)",English,5.3 x 0.9 x 8 inches,10.4 ounces,4.3
"The Art of Racing in the Rain: A Novel Paperback – June 9, 2009",10.07,Books > Literature & Fiction > Genre Fiction,Garth Stein,61537969,321,"Harper Paperbacks; 1st edition (June 9, 2009)",English,5.3 x 0.8 x 8 inches,9.9 ounces,4.7
"The Little Prince Paperback – June 29, 2000",6.35,Books > Teen & Young Adult > Literature & Fiction,Antoine de Saint-Exupéry,156012197,96,"Mariner Books; 1st edition (May 15, 2000)",English,5.3 x 0.3 x 8 inches,6.4 ounces,4.5
"The Sandman Omnibus Vol. 1 Hardcover – September 3, 2013",78.42,Books > Comics & Graphic Novels > Graphic Novels,Neil Gaiman Colleen Doran,1401241883,,"Vertigo; 1st Edition edition (September 3, 2013)",English,7.6 x 2.5 x 11.3 inches,7.6 pounds,4.8
"The House of the Spirits: A Novel Paperback – December 15, 2015",10.87,Books > Literature & Fiction > Genre Fiction,Isabel Allende,1501117017,496,"Atria Books; Reprint edition (December 15, 2015)",English,5.3 x 1.3 x 8.2 inches,13.6 ounces,4.4
"Batman: The Killing Joke, Deluxe Edition Hardcover – March 19, 2008",14.37,Books > Comics & Graphic Novels > Graphic Novels,Alan Moore Brian Bolland,1401216676,,"DC Comics; Deluxe edition (March 19, 2008)",English,7.3 x 0.4 x 11 inches,1.2 pounds,4.7
"Dark Places Paperback – May 4, 2010",9.49,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Gillian Flynn,307341577,349,"Broadway Books; Reprint edition (May 4, 2010)",English,5.2 x 0.8 x 8 inches,9.9 ounces,4.1
"I Am Number Four (Lorien Legacies) Paperback – August 23, 2011",5.14,Books > Teen & Young Adult > Literature & Fiction,Pittacus Lore,61969575,496,"HarperCollins; Reprint edition (August 23, 2011)",English,5.3 x 1.1 x 8 inches,12.8 ounces,4.5
"Feared: A Rosato & DiNunzio Novel Hardcover – August 14, 2018",25.19,"Books > Mystery, Thriller & Suspense > Mystery",Lisa Scottoline,1250099595,,"St. Martin's Press (August 14, 2018)",English,,1.7 pounds,
"Her Paperback – February 11, 2017",13.49,Books > Literature & Fiction > Poetry,Pierre Alex Jeanty,997426586,144,"Jeanius Publishing LLC (February 11, 2017)",English,5 x 0.4 x 8 inches,5.6 ounces,4.6
"Girls Burn Brighter: A Novel Hardcover – March 6, 2018",15.59,Books > Literature & Fiction > Genre Fiction,Shobha Rao,1250074258,,"Flatiron Books (March 6, 2018)",English,6.4 x 1.2 x 9.6 inches,1.2 pounds,4.1
"The Velveteen Rabbit Hardcover – Illustrated, January 6, 1958",9.57,Books > Children's Books > Animals,Margery Williams,385077254,,"Doubleday; Reissue edition (January 1, 1991)",English,7.5 x 0.4 x 9.6 inches,9.9 ounces,4.6
"The Tea Girl of Hummingbird Lane: A Novel Hardcover – March 21, 2017",15.12,Books > Literature & Fiction > Genre Fiction,Lisa See,1501154826,,"Scribner; 1st edition (March 21, 2017)",English,6 x 1.2 x 9 inches,1.1 pounds,4.5
"The Road Paperback – March 28, 2007",11.47,Books > Literature & Fiction > Contemporary,Cormac McCarthy,307387895,287,"Vintage Books (March 28, 2006)",English,5.2 x 0.9 x 8 inches,9.6 ounces,4.1
"Invisible Man Paperback – March 14, 1995",10.49,Books > Literature & Fiction > Action & Adventure,Ralph Ellison,679732764,581,"Vintage Books; 2nd edition (March 14, 1995)",English,5.2 x 1 x 8 inches,8 ounces,4.4
"The Walking Dead: Compendium Three Paperback – October 13, 2015",37.78,Books > Comics & Graphic Novels > Graphic Novels,Robert Kirkman,1632154560,1088,"Image Comics; 3 edition (October 13, 2015)",English,6.5 x 2.2 x 10.1 inches,4.7 pounds,4.8
"The Rose That Grew From Concrete Paperback – February 3, 2009",8.99,Books > Arts & Photography > Music,Tupac Shakur,671028456,176,"MTV Books; Reprint edition (February 3, 2009)",English,6.1 x 0.5 x 7.5 inches,4 ounces,4.8
"The Old Man and The Sea Paperback – May 5, 1995",9.94,Books > Literature & Fiction > Genre Fiction,Ernest Hemingway,684801221,128,"Scribner; Reissue edition (May 5, 1995)",English,5.2 x 0.3 x 8 inches,9.6 ounces,4.4
"Sandman 10 Volume Slipcase Set Paperback – November 13, 2012",125.36,Books > Comics & Graphic Novels > Graphic Novels,Neil Gaiman,1401238637,10,"Vertigo; Box edition (November 13, 2012)",English,6.9 x 3.6 x 10.5 inches,9.6 pounds,4.7
"A Feast for Crows: A Song of Ice and Fire (Game of Thrones) Mass Market Paperback – September 26, 2006",8.39,Books > Literature & Fiction > Action & Adventure,George R. R. Martin,055358202X,1104,"Bantam (September 26, 2006)",English,4.2 x 1.7 x 6.8 inches,1 pounds,4.2
"Liar: A gripping psychological thriller with a shocking twist Paperback – June 13, 2017",9.89,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",K. L. Slater,1786812118,324,"Bookouture (June 13, 2017)",English,5.1 x 0.7 x 7.8 inches,13.4 ounces,4.3
"Desolation Mountain: A Novel (Cork O'Connor Mystery Series) Hardcover – August 21, 2018",21.82,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",William Kent Krueger,1501147463,,"Atria Books (August 21, 2018)",English,6 x 9 inches,1.7 pounds,
"Babylon Berlin: Book 1 of the Gereon Rath Mystery Series Paperback – January 23, 2018",13.89,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Volker Kutscher,1250187044,432,"Picador (January 23, 2018)",English,5.4 x 0.8 x 8.3 inches,11.5 ounces,3.8
"Catch-22: 50th Anniversary Edition Paperback – April 5, 2011",12.81,Books > Humor & Entertainment > Humor,Joseph Heller,1451626657,544,"Simon & Schuster; Anniversary edition (April 5, 2011)",English,5.5 x 1.2 x 8.4 inches,14.4 ounces,4.2
"The House on Mango Street Paperback – April 3, 1991",7.10,Books > Literature & Fiction > Genre Fiction,Sandra Cisneros,679734775,110,"Vintage (April 3, 1991)",English,5.2 x 0.4 x 8 inches,5.6 ounces,4.1
"The Next Person You Meet in Heaven: The Sequel to The Five People You Meet in Heaven Hardcover – Deckle Edge, October 16, 2018",21.59,Books > Literature & Fiction > Genre Fiction,Mitch Albom,006229444X,,"Harper (October 16, 2018)",English,5.5 x 0.8 x 7.2 inches,1.4 pounds,
"The World of Ice & Fire: The Untold History of Westeros and the Game of Thrones Hardcover – October 28, 2014",35.99,Books > Literature & Fiction > Genre Fiction,George R. R. Martin Elio Garcia Linda Antonsson,553805444,,"Bantam; Later Printing edition (October 28, 2014)",English,9.3 x 1.4 x 12.1 inches,4.1 pounds,4.6
"The Curious Incident of the Dog in the Night-Time Paperback – May 18, 2004",7.99,Books > Literature & Fiction > Genre Fiction,Mark Haddon,1400032717,226,"Vintage Contemporaries; 1st edition (May 18, 2004)",English,5.2 x 0.7 x 8 inches,8.8 ounces,4.3
"Detention of Doom (DC Comics: Secret Hero Society #3) Hardcover – December 26, 2017",9.03,Books > Children's Books > Growing Up & Facts of Life,Derek Fridolfs,1338033123,,"Scholastic Inc. (December 26, 2017)",English,5.5 x 0.8 x 8.3 inches,11.5 ounces,4.9
"Batman: The Dark Knight: Master Race (Batman Dark Knight) Hardcover – September 19, 2017",18.05,Books > Comics & Graphic Novels > Graphic Novels,Frank Miller,1401265138,,"DC Comics (September 19, 2017)",English,6.9 x 0.9 x 10.5 inches,2.2 pounds,4.1
"Behind Her Eyes: A Suspenseful Psychological Thriller Paperback – January 30, 2018",10.99,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Sarah Pinborough,1250111196,320,"Flatiron Books; Reprint edition (January 30, 2018)",English,5.7 x 0.9 x 8.2 inches,9.4 ounces,3.8
"The Breakdown: A Novel Hardcover – July 18, 2017",14.29,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",B. A. Paris,1250122465,,"St. Martin's Press (July 18, 2017)",English,6.4 x 1.1 x 9.4 inches,1.2 pounds,4
"Princess: A Private Novel - Hardcover Library Edition Hardcover – May 15, 2018",28.80,"Books > Mystery, Thriller & Suspense > Mystery",James Patterson,1538714442,,"Grand Central Publishing (May 15, 2018)",English,,1.7 pounds,
"The Goldfinch: A Novel (Pulitzer Prize for Fiction) Paperback – April 7, 2015",16.16,Books > Literature & Fiction > Genre Fiction,Donna Tartt,316055441,771,"Back Bay Books (April 7, 2015)",English,6 x 1.8 x 9.2 inches,1.8 pounds,3.8
"Citizen: An American Lyric Paperback – October 7, 2014",11.48,Books > Literature & Fiction > Poetry,Claudia Rankine,1555976905,160,"Graywolf Press; 1 edition (October 7, 2014)",English,5.6 x 0.4 x 7.9 inches,12 ounces,4.5
"My Grandmother Asked Me to Tell You She's Sorry Paperback – April 5, 2016",9.45,Books > Literature & Fiction > Genre Fiction,Fredrik Backman Henning Koch,1501115073,400,"Washington Square Press; Reprint edition (April 5, 2016)",English,5.3 x 1 x 8.2 inches,11.4 ounces,4.2
"The Walking Dead: Compendium Two Paperback – October 16, 2012",38.20,Books > Comics & Graphic Novels > Graphic Novels,Robert Kirkman,1607065967,1068,"Image Comics; First Paperback Edition edition (October 16, 2012)",English,6.6 x 1.9 x 10.2 inches,4.7 pounds,4.8
"Francis of the Filth Paperback – September 11, 2017",16.20,Books > Science Fiction & Fantasy > Fantasy,George Miller,138715950X,254,"lulu.com (September 11, 2017)",English,6 x 0.6 x 9 inches,7.8 ounces,4.8
"The Eye of the World (The Wheel of Time, Book 1) Mass Market Paperback – November 15, 1990",6.11,Books > Science Fiction & Fantasy > Fantasy,Robert Jordan,812511816,832,"Tor Fantasy; Reprint edition (November 15, 1990)",English,4.2 x 1.4 x 6.8 inches,10.4 ounces,4.5
"Before the Storm (World of Warcraft) Hardcover – June 12, 2018",25.20,Books > Literature & Fiction > Genre Fiction,Christie Golden,399594094,,"Del Rey; Media Tie In edition (June 12, 2018)",English,6 x 0.8 x 9 inches,1.2 pounds,
"Bury Your Dead: A Chief Inspector Gamache Novel Paperback – August 2, 2011",13.59,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Louise Penny,312626908,400,"Minotaur Books; Reprint edition (August 2, 2011)",English,5.6 x 1 x 8.2 inches,1.3 pounds,4.6
"Treasure Hunters: Secret of the Forbidden City Hardcover – September 14, 2015",11.26,Books > Children's Books > Growing Up & Facts of Life,Chris Grabenstein,316284807,,"jimmy patterson; Reprint edition (September 14, 2015)",English,5.5 x 1.5 x 8 inches,1.6 pounds,4.7
"Murder in Misdirection: A Doyle & Acton Mystery (The Doyle and Acton Scotland Yard series) (Volume 7) Paperback – February 8, 2018",11.69,"Books > Mystery, Thriller & Suspense > Mystery",Anne Cleeland,998595632,266,"anne cleeland (February 8, 2018)",English,6 x 0.7 x 9 inches,1 pounds,4.4
"My Brilliant Friend: Neapolitan Novels, Book One Paperback – September 25, 2012",11.07,Books > Literature & Fiction > Genre Fiction,Elena Ferrante,1609450787,331,"Europa Editions; 1st edition (September 25, 2012)",English,5.3 x 1 x 8.2 inches,13.4 ounces,3.8
"Orphan Train Paperback – Deckle Edge, April 2, 2013",9.72,Books > Literature & Fiction > Genre Fiction,Christina Baker Kline,61950726,278,William Morrow (2013),English,5.3 x 0.8 x 8 inches,8.8 ounces,4.6
"All Quiet on the Western Front Mass Market Paperback – March 12, 1987",6.29,Books > Literature & Fiction > Genre Fiction,A W. Wheen,449213943,304,"Ballantine Books; Reissue edition (March 12, 1987)",English,4.2 x 0.8 x 6.9 inches,7.7 ounces,4.7
"The Perks of Being a Wallflower Paperback – August 14, 2012",10.19,Books > Literature & Fiction > Genre Fiction,Stephen Chbosky,1451696191,224,"MTV Books; Media Tie-In edition (August 14, 2012)",English,5 x 0.5 x 7 inches,7.2 ounces,4.6
"the witch doesn't burn in this one Paperback – March 6, 2018",11.98,Books > Literature & Fiction > Poetry,Amanda Lovelace,1449489427,208,"Andrews McMeel Publishing (March 6, 2018)",English,6 x 0.5 x 9 inches,9.9 ounces,4.1
"Saga Volume 6 Paperback – July 5, 2016",10.19,Books > Science Fiction & Fantasy > Science Fiction,Brian K Vaughan,163215711X,152,"Image Comics (July 5, 2016)",English,6.4 x 0.6 x 10 inches,10.4 ounces,4.8
"A Wizard of Earthsea (The Earthsea Cycle) Mass Market Paperback – September 11, 2012",6.39,Books > Teen & Young Adult > Science Fiction & Fantasy,Ursula K. Le Guin,547773749,320,"HMH Books for Young Readers; First Paperback Edition edition (September 11, 2012)",English,4.2 x 0.8 x 6.9 inches,8.8 ounces,4.2
